Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45001482, AMY'S, VEGETABLE POT PIE, UPC: 042272000265"
Nutrient,Unit,"1 serving = 213.0g",1Value per 100 g,
Proximates
"Energy",kcal,390,183
"Protein",g,11.99,5.63
"Total lipid (fat)",g,13.99,6.57
"Carbohydrate, by difference",g,56.00,26.29
"Fiber, total dietary",g,6.0,2.8
"Sugars, total",g,3.00,1.41
Minerals
"Calcium, Ca",mg,149,70
"Iron, Fe",mg,1.81,0.85
"Sodium, Na",mg,679,319
Vitamins
"Vitamin C, total ascorbic acid",mg,3.6,1.7
"Vitamin A, IU",IU,999,469
Lipids
"Fatty acids, total saturated",g,1.491,0.700
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"FILTERED WATER, ORGANIC WHOLE WHEAT AND WHEAT FLOUR, ORGANIC POTATOES, ORGANIC CARROTS, ORGANIC TOFU (FILTERED WATER, ORGANIC SOYBEANS, NIGARI [MAGNESIUM CHLORIDE, A NATURAL FIRMING AGENT]), EXPELLER PRESSED HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, ORGANIC ONIONS, ORGANIC SWEET RICE FLOUR, ORGANIC PEAS, SOY FLOUR, RICE FLOUR, ORGANIC TAMARI (WATER, ORGANIC SOYBEANS, SALT), BAKING POWDER (CALCIUM PHOSPHATE, BAKING SODA, CORNSTARCH), SUNFLOWER LECITHIN, EXTRA VIRGIN OLIVE OIL, SEA SALT, ORGANIC AGAVE NECTAR, SPICES*, BLACK PEPPER, YEAST EXTRACT, TURMERIC." Date last updated by company: 07/17/2015
