Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000069, Healthy Choice (Hc), 12/15Z HC SOUP NE CLM CHWDR  LINK, UNPREPARED, GTIN: 80050100402798"
Nutrient,Unit,"1 cup (239g) = 425.0g",1Value per 100 g,
Proximates
"Energy",kcal,110,26
"Protein",g,4.00,0.94
"Total lipid (fat)",g,1.49,0.35
"Carbohydrate, by difference",g,20.02,4.71
"Fiber, total dietary",g,3.0,0.7
"Sugars, total",g,3.02,0.71
Minerals
"Calcium, Ca",mg,38,9
"Iron, Fe",mg,0.00,0.00
"Potassium, K",mg,620,146
"Sodium, Na",mg,480,113
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,0.999,0.235
"Fatty acids, total monounsaturated",g,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,8,2
Amino Acids
Other
Ingredients
"Clam Broth, Potatoes, Clams, Onions, Modified Corn Starch, Less Than 2% Of: Celery, Flavor, Titanium Dioxide, Butter, Salt, Powdered Cream (Sweet Cream, Non-Fat Milk, Sodium Caseinate), Potassium Lactate, Sugar, Autolyzed Yeast Extract, Chicken Stock, Potassium Chloride, Spice, Datem, Sodium Tripolyphosphate, Xanthan Gum, Disodium Inosinate And Guanylate, Wheat Flour. CONTAINS: MILK, WHEAT" Date available: 04/25/2011 Date last updated by company: 11/19/2014
