Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45001449, AMY'S, CAKES, CHOCOLATE, UPC: 042272003389"
Nutrient,Unit,"1 serving = 52.0g",1Value per 100 g,
Proximates
"Energy",kcal,170,327
"Protein",g,2.00,3.85
"Total lipid (fat)",g,6.00,11.54
"Carbohydrate, by difference",g,26.00,50.00
"Fiber, total dietary",g,1.0,1.9
"Sugars, total",g,15.00,28.85
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,1.08,2.08
"Sodium, Na",mg,200,385
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,0.499,0.960
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"FILTERED WATER, ORGANIC CANE SUGAR, ORGANIC GLUTEN FREE FLOUR (ORGANIC WHOLE GRAIN BROWN RICE FLOUR, ORGANIC RICE FLOUR, ORGANIC SORGHUM FLOUR, ORGANIC TAPIOCA STARCH, ORGANIC POTATO STARCH, XANTHAN GUM), ORGANIC HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, ORGANIC UNSWEETENED COCOA POWDER, ORGANIC APPLE CIDER VINEGAR, BAKING SODA, ORGANIC VANILLA EXTRACT, SEA SALT." Date last updated by company: 07/11/2015
