Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000152, Tender Choice, Tender Choice Pork BRT Boneless Ham, UNPREPARED, GTIN: 90028749069259"
Nutrient,Unit,"4.0 oz. = 112.0g",1Value per 100 g,
Proximates
"Energy",kcal,270,241
"Protein",g,17.00,15.18
"Total lipid (fat)",g,21.00,18.75
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,0.72,0.64
"Sodium, Na",mg,230,205
Vitamins
"Vitamin C, total ascorbic acid",mg,1.2,1.1
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,7.000,6.250
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,69,62
Amino Acids
Other
Ingredients
"Contains up to 12% solution of Pork Stock, Sodium Phosphate, Salt, Vinegar, Flavoring. Contiene hasta doce por ciento de una solucion de caldo de cerdo, fosfato de sodio, sal, vinagre, saborizante." Date available: 10/23/2013 Date last updated by company: 02/10/2015
