Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000228, Campbell's, CAMPBELL'S SOUP ON THE GO SOUP TOMATO, UNPREPARED, GTIN: 10051000137361"
Nutrient,Unit,"1 CONTAINER = 316.0g",1Value per 100 g,
Proximates
"Energy",kcal,139,44
"Protein",g,3.00,0.95
"Total lipid (fat)",g,0.51,0.16
"Carbohydrate, by difference",g,32.01,10.13
"Fiber, total dietary",g,1.9,0.6
"Sugars, total",g,20.00,6.33
Minerals
"Calcium, Ca",mg,28,9
"Iron, Fe",mg,1.01,0.32
"Sodium, Na",mg,670,212
Vitamins
"Vitamin C, total ascorbic acid",mg,36.0,11.4
"Vitamin A, IU",IU,749,237
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"TOMATO PUREE (WATER,  TOMATO PASTE),  WATER,  WHEAT FLOUR,  HIGH FRUCTOSE CORN  SYRUP,  CONTAINS LESS THAN 2 % OF THE FOLLOWING: SALT,  ASCORBIC ACID (ADDED TO  HELP RETAIN COLOR),  FLAVORING,  CITRIC ACID." Date available: 09/25/2001 Date last updated by company: 12/20/2014
