Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000084, Harvest Provision, Oil Browned Turkey Breast, PREPARED, GTIN: 90642205700298"
Nutrient,Unit,"2.0 oz. = 56.0g",1Value per 100 g,
Proximates
"Energy",kcal,50,89
"Protein",g,10.00,17.86
"Total lipid (fat)",g,1.00,1.79
"Carbohydrate, by difference",g,1.00,1.79
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,1.00,1.79
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,0.36,0.64
"Sodium, Na",mg,390,696
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,15,27
Amino Acids
Other
Ingredients
"Turkey breast, turkey broth, salt, dextrose, sodium phosphate, browned in oil" Date available: 01/28/2013 Date last updated by company: 02/10/2015
