Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000190, V8, V8 V-FUSION BEVERAGE GRAPE RASPBERRY, UNPREPARED, GTIN: 10051000192803"
Nutrient,Unit,"1 CAN = 246.0g",1Value per 100 g,
Proximates
"Energy",kcal,140,57
"Protein",g,1.01,0.41
"Total lipid (fat)",g,0.00,0.00
"Carbohydrate, by difference",g,32.99,13.41
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,31.00,12.60
Minerals
"Calcium, Ca",mg,25,10
"Iron, Fe",mg,1.01,0.41
"Sodium, Na",mg,106,43
Vitamins
"Vitamin C, total ascorbic acid",mg,60.0,24.4
"Vitamin A, IU",IU,499,203
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"INGREDIENTS: RECONSTITUTED VEGETABLE JUICE BLEND (WATER AND CONCENTRATED JUICES OF SWEET POTATOES, PURPLE CARROTS,  CARROTS), RECONSTITUTED FRUIT JUICES (WATER AND CONCENTRATED JUICES OF WHITE GRAPES, APPLES, CONCORD GRAPES, RED RASPBERRIES), CONTAINS LESS THAN 2% OF: CITRIC ACID, NATURAL FLAVORS, VITAMIN C (ASCORBIC ACID), VITAMIN E (ALPHA TOCOPHEROL ACETATE)." Date available: 04/25/2011 Date last updated by company: 12/19/2014
