Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000092, Harvest Provisions, Turkey Taco Meat Fully Cooked, UNPREPARED, GTIN: 10028749423451"
Nutrient,Unit,"3.25 oz. = 91.0g",1Value per 100 g,
Proximates
"Energy",kcal,111,122
"Protein",g,15.00,16.48
"Total lipid (fat)",g,4.00,4.40
"Carbohydrate, by difference",g,5.00,5.49
"Fiber, total dietary",g,2.0,2.2
"Sugars, total",g,2.00,2.20
Minerals
"Calcium, Ca",mg,350,385
"Iron, Fe",mg,0.36,0.40
"Sodium, Na",mg,363,399
Vitamins
"Vitamin C, total ascorbic acid",mg,2.4,2.6
"Vitamin A, IU",IU,638,701
Lipids
"Fatty acids, total saturated",g,1.000,1.099
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,40,44
Amino Acids
Other
Ingredients
"Ground Turkey, Water, Tomato Paste, Textured Vegetable Protein (soy protein concentrate, caramel color), Seasoning (potassium chloride, flavor [contains maltodextrin]), Dry Beef Stock, Dehydrated Onion, Chili Pepper, Salt, Dehydrated Garlic, Caramel Color, Vinegar, Spices, Paprika Extract." Date available: 01/28/2013 Date last updated by company: 02/10/2015
