Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000056, Healthy Choice (Hc), HC CAFE STMR GRLD BASIL CKN 8/9.9 OZ, UNPREPARED, GTIN: 50072655001140"
Nutrient,Unit,"1 MEAL = 280.0g",1Value per 100 g,
Proximates
"Energy",kcal,249,89
"Protein",g,18.00,6.43
"Total lipid (fat)",g,5.99,2.14
"Carbohydrate, by difference",g,32.00,11.43
"Fiber, total dietary",g,5.0,1.8
"Sugars, total",g,3.00,1.07
Minerals
"Calcium, Ca",mg,59,21
"Iron, Fe",mg,1.79,0.64
"Potassium, K",mg,689,246
"Sodium, Na",mg,599,214
Vitamins
"Vitamin C, total ascorbic acid",mg,3.6,1.3
"Vitamin A, IU",IU,750,268
Lipids
"Fatty acids, total saturated",g,1.999,0.714
"Fatty acids, total monounsaturated",g,2.500,0.893
"Fatty acids, total polyunsaturated",g,1.501,0.536
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,25,9
Amino Acids
Other
Ingredients
"Cooked Pasta (Water, Whole Grain Wheat Flour [Ultragrain-&reg;], Durum Wheat Semolina, Soybean Oil, Egg White), Cooked Chicken (White Meat Chicken, Water, Olive Oil, Contains 2% Or Less Of: Isolated Soy Protein Product [Isolated Soy Protein, Modified Potato Starch, Corn Starch, Carrageenan, Soy Lecithin], Dextrose, Potassium Chloride, Salt, Sodium Phosphates, Flavoring), Water, Green Zucchini, Red Bell Peppers, Tomatoes, Spinach, Contains 2% Or Less Of: Onions, Tomato Concentrate, Basil, Modified Corn Starch, Flavoring (Sauteed Fire Roasted Tomatoes, Maltodextrin, Tomato Paste, Corn Syrup, Salt, Corn Oil, Modified Corn Starch, Tomato Flavor [Tomato Powder, Maltodextrin, Natural Flavor, Gum Arabic, Citric Acid, Beet Powder], Sugar), Heavy Cream, Seasoning (Basil, Garlic, Dried Cane Syrup, Olive Oil, Sea Salt), Parmesan Cheese (Part Skim Milk, Cheese Culture, Salt, Enzymes), Chardonnay Wine, Chicken Fat, Salt, Garlic Puree, Sugar, Locust Bean Gum, Disodium Phosphate, Beet Juice Concentrate, Black Pepper. Contains: Egg, Milk, Soy, Wheat." Date available: 12/20/2013 Date last updated by company: 11/18/2014
