Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000060, Healthy Choice (Hc), Boneless Chicken Fricassee, UNPREPARED, GTIN: 50094643416804"
Nutrient,Unit,"0.66666666666667 cup = 150.0g",1Value per 100 g,
Proximates
"Energy",kcal,100,67
"Protein",g,10.00,6.67
"Total lipid (fat)",g,3.00,2.00
"Carbohydrate, by difference",g,12.00,8.00
"Fiber, total dietary",g,2.0,1.3
"Sugars, total",g,3.00,2.00
Minerals
"Calcium, Ca",mg,60,40
"Iron, Fe",mg,0.00,0.00
"Sodium, Na",mg,410,273
Vitamins
"Vitamin C, total ascorbic acid",mg,2.4,1.6
"Vitamin A, IU",IU,750,500
Lipids
"Fatty acids, total saturated",g,0.500,0.333
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,15,10
Amino Acids
Other
Ingredients
"Water, Cooked Chicken Breast (Chicken Breast, Water, Isolated Soy Protein Product [Isolated Soy Protein, Modified Food Starch, Starch, Carrageenan, Soy Lecithin], Fructose, Salt, Spice), Peas, Carrots, Nonfat Dry Milk, Modified Food Starch, Contains 2% Or Less Of: Rice Flour, Rendered Chicken Fat, Chicken Broth Powder (Maltodextrin, Chicken Broth, Salt, Flavors), Lemon Juice (Water, Lemon Juice Concentrate, Lemon Oil, Sodium Benzoate And Sodium Bisulfite [Preservatives]), Salt, Chicken Flavor (Chicken Broth, Whey, Salt, Cooked Chicken Powder, Modified Corn Starch, Corn Syrup, Spice, Flavor), Flavorings, Turmeric" Date available: 06/21/2010 Date last updated by company: 01/01/2015
