Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000051, Ro*Tel (Rtl), RTL DICED TOM MILD 12/28Z, PREPARED, GTIN: 50064144641470"
Nutrient,Unit,"0.5 cup = 125.0g",1Value per 100 g,
Proximates
"Energy",kcal,25,20
"Protein",g,1.00,0.80
"Total lipid (fat)",g,0.00,0.00
"Carbohydrate, by difference",g,5.00,4.00
"Fiber, total dietary",g,1.0,0.8
"Sugars, total",g,3.00,2.40
Minerals
"Calcium, Ca",mg,20,16
"Iron, Fe",mg,0.36,0.29
"Potassium, K",mg,220,176
"Sodium, Na",mg,380,304
Vitamins
"Vitamin C, total ascorbic acid",mg,6.0,4.8
"Vitamin A, IU",IU,300,240
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total monounsaturated",g,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"Tomatoes with Juice, Water, Chopped Green Chili Peppers, Less than 2% of: Salt, Citric Acid, Calcium Chloride, Spice, Natural Flavor." Date available: 06/03/2011 Date last updated by company: 11/19/2014
