Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000066, Banquet (Bq), BANQUET CHICKEN POT PIE 7 OZ MICROWAVEABLE, CASE, UNPREPARED, GTIN: 50031000101515"
Nutrient,Unit,"1 pie = 198.0g",1Value per 100 g,
Proximates
"Energy",kcal,410,207
"Protein",g,14.00,7.07
"Total lipid (fat)",g,24.00,12.12
"Carbohydrate, by difference",g,35.01,17.68
"Fiber, total dietary",g,2.0,1.0
"Sugars, total",g,3.01,1.52
Minerals
"Calcium, Ca",mg,59,30
"Iron, Fe",mg,1.45,0.73
"Sodium, Na",mg,911,460
Vitamins
"Vitamin C, total ascorbic acid",mg,2.4,1.2
"Vitamin A, IU",IU,1000,505
Lipids
"Fatty acids, total saturated",g,7.999,4.040
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,55,28
Amino Acids
Other
Ingredients
"Filling: Water, Dark Meat Chicken, Mechanically Separated Chicken (Mechanically Separated Chicken, Sodium Tripolyphosphate, Natural Flavoring, Citric Acid), Carrots, Potatoes (Potatoes, Calcium Chloride), Contains 2% Or Less Of: Modified Corn Starch, Peas, Salt, Chicken Fat, Wheat Flour, Chicken Flavor (Chicken Stock, Salt, Hydrolyzed Soy Protein, Flavor, Autolyzed Yeast Extract, Chicken Fat, Cooked Chicken Powder, Whey Protein Concentrate, Citric Acid), Sodium Tripolyphosphate, Soybean Oil, Flavorings, Sodium Stearoyl Lactylate, Sugar, Dextrose, Paprika, Oleoresin Turmeric, Beta Carotene (Color), Corn Oil, Lactic Acid Powder. Crust: Wheat Flour, Lard (Preserved With But), Water, Dextrose, Salt, Caramel Color. Contains: Milk, Soy, Wheat." Date available: 04/15/2010 Date last updated by company: 02/12/2015
