Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000216, V8, V8 V-FUSION BEVERAGE POMAGRANTE BLUE, UNPREPARED, GTIN: 10051000188677"
Nutrient,Unit,"1 CAN (8 OZ) = 243.0g",1Value per 100 g,
Proximates
"Energy",kcal,100,41
"Protein",g,0.00,0.00
"Total lipid (fat)",g,0.00,0.00
"Carbohydrate, by difference",g,25.00,10.29
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,21.99,9.05
Minerals
"Calcium, Ca",mg,32,13
"Iron, Fe",mg,1.00,0.41
"Sodium, Na",mg,66,27
Vitamins
"Vitamin C, total ascorbic acid",mg,60.0,24.7
"Vitamin A, IU",IU,501,206
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"RECONSTITUTED VEGETABLE JUICE BLEND (WATER AND CONCENTRATED JUICES OF SWEET POTATOES, PURPLE CARROTS, TOMATOES, CARROTS), RECONSTITUTED FRUIT JUICES (WATER AND CONCENTRATED JUICES OF APPLES, WHITE GRAPES, POMEGRANATES, BLUEBERRIES), CONTAINS LESS THAN 2% OF: NATURAL FLAVORING, MALIC ACID, VITAMIN C (ASCORBIC ACID), VITAMIN E (ALPHA TOCOPHEROL ACETATE)." Date available: 08/31/2009 Date last updated by company: 12/31/2014
