Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000203, Campbell's, CAMPBELL'S BEVERAGE TOMATO, UNPREPARED, GTIN: 10051000012934"
Nutrient,Unit,"1 CAN (340 ML) = 347.0g",1Value per 100 g,
Proximates
"Energy",kcal,69,20
"Protein",g,2.98,0.86
"Total lipid (fat)",g,0.00,0.00
"Carbohydrate, by difference",g,13.98,4.03
"Fiber, total dietary",g,3.1,0.9
"Sugars, total",g,8.99,2.59
Minerals
"Calcium, Ca",mg,62,18
"Iron, Fe",mg,2.01,0.58
"Sodium, Na",mg,972,280
Vitamins
"Vitamin C, total ascorbic acid",mg,107.9,31.1
"Vitamin A, IU",IU,1499,432
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"TOMATO JUICE FROM CONCENTRATE (WATER, TOMATO CONCENTRATE), SALT, VITAMIN C (ASCORBIC ACID)." Date available: 12/31/2004 Date last updated by company: 12/31/2014
