Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000079, Shady Brook, Oven Roasted Maple Turkey Breast with Broth, PREPARED, GTIN: 90642205009117"
Nutrient,Unit,"2.0 oz. = 56.0g",1Value per 100 g,
Proximates
"Energy",kcal,80,143
"Protein",g,11.00,19.64
"Total lipid (fat)",g,0.00,0.00
"Carbohydrate, by difference",g,7.00,12.50
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,6.00,10.71
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,0.36,0.64
"Sodium, Na",mg,540,964
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,25,45
Amino Acids
Other
Ingredients
"Turkey breast, turkey broth, sugar, less than 2% potassium lactate, salt, sodium phosphate, sodium diacetate, caramel coloring, artificial maple flavor" Date available: 01/28/2013 Date last updated by company: 02/10/2015
