Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45001469, AMY'S, PIZZA, PESTO, UPC: 042272001972"
Nutrient,Unit,"1 serving = 198.0g",1Value per 100 g,
Proximates
"Energy",kcal,479,242
"Protein",g,18.57,9.38
"Total lipid (fat)",g,18.57,9.38
"Carbohydrate, by difference",g,60.33,30.47
"Fiber, total dietary",g,3.2,1.6
"Sugars, total",g,4.63,2.34
Minerals
"Calcium, Ca",mg,232,117
"Iron, Fe",mg,4.18,2.11
"Sodium, Na",mg,742,375
Vitamins
"Vitamin C, total ascorbic acid",mg,13.9,7.0
"Vitamin A, IU",IU,1160,586
Lipids
"Fatty acids, total saturated",g,5.405,2.730
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,16,8
Amino Acids
Other
Ingredients
"ORGANIC UNBLEACHED WHEAT FLOUR WITH ORGANIC WHEAT GERM AND ORGANIC WHEAT BRAN, FILTERED WATER, ORGANIC TOMATOES, PART-SKIM MOZZARELLA AND PARMESAN CHEESES (PASTEURIZED PART-SKIM MILK, SALT, ENZYMES [WITHOUT ANIMAL ENZYMES OR RENNET]), ORGANIC BROCCOLI, EXTRA VIRGIN OLIVE OIL, ORGANIC BASIL, HONEY, SEA SALT, EXPELLER PRESSED HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, PINE NUTS, ORGANIC GARLIC, ORGANIC POTATO FLOUR, YEAST, BLACK PEPPER." Date last updated by company: 07/02/2015
