Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000235, Campbell's, CAMPBELL'S SOUP ON THE GO SOUP CREAM BROCCOLI, UNPREPARED, GTIN: 10051000134506"
Nutrient,Unit,"1 CONTAINER = 310.0g",1Value per 100 g,
Proximates
"Energy",kcal,161,52
"Protein",g,2.02,0.65
"Total lipid (fat)",g,11.00,3.55
"Carbohydrate, by difference",g,12.99,4.19
"Fiber, total dietary",g,3.1,1.0
"Sugars, total",g,4.00,1.29
Minerals
"Calcium, Ca",mg,37,12
"Iron, Fe",mg,0.00,0.00
"Sodium, Na",mg,880,284
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,99,32
Lipids
"Fatty acids, total saturated",g,3.001,0.968
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,6,2
Amino Acids
Other
Ingredients
"INGREDIENTS: CHICKEN STOCK, BROCCOLI, VEGETABLE OIL (CORN, COTTONSEED, CANOLA, AND/OR SOYBEAN), MODIFIED FOOD STARCH, CONTAINS LESS THAN 2% OF: CREAM, WHEAT FLOUR, SALT, SUGAR, SOY PROTEIN CONCENTRATE, DEHYDRATED ONIONS, WHEY, MUSTARD FLOUR, CHEDDAR CLUB CHEESE (CHEDDAR CHEESE [MILK, CULTURES, SALT, ENZYMES], ENZYME MODIFIED CHEESE [MILK, WATER, MILKFAT, SODIUM PHOSPHATE, SALT, CULTURES, ENZYMES, VITAMIN A PALMITATE], WATER, SALT, APOCAROTENAL AND OLEORESIN PAPRIKA FOR COLOR), ENZYME MODIFIED BUTTER, MALTODEXTRIN, FLAVORING, DEHYDRATED BUTTER, SPICE, GUAR GUM, ANNATTO FOR COLOR, CITRIC ACID, TURMERIC FOR COLOR." Date available: 12/31/2004 Date last updated by company: 12/20/2014
