Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000099, Harvest Provisions, Harvest Provisions Fully Cooked Diced Turkey Ham Smoke Flavor Added, PREPARED, GTIN: 10642205006929"
Nutrient,Unit,"2.9 oz. = 82.0g",1Value per 100 g,
Proximates
"Energy",kcal,125,152
"Protein",g,18.00,21.95
"Total lipid (fat)",g,5.30,6.46
"Carbohydrate, by difference",g,1.00,1.22
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,1.00,1.22
Minerals
"Calcium, Ca",mg,186,227
"Iron, Fe",mg,0.24,0.29
"Sodium, Na",mg,452,551
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,1.700,2.073
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,52,63
Amino Acids
Other
Ingredients
"Turkey Thigh Meat cured with water, Less than 2% dextrose, potassium chloride, salt, sodium phosphate, sodium erythorbate, smoke flavor, sodium nitrite" Date available: 07/24/2013 Date last updated by company: 02/10/2015
