Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45001460, AMY'S, VEGETABLE POT PIE, UPC: 042272000203"
Nutrient,Unit,"1 serving = 213.0g",1Value per 100 g,
Proximates
"Energy",kcal,430,202
"Protein",g,9.01,4.23
"Total lipid (fat)",g,20.00,9.39
"Carbohydrate, by difference",g,54.00,25.35
"Fiber, total dietary",g,6.0,2.8
"Sugars, total",g,3.00,1.41
Minerals
"Calcium, Ca",mg,40,19
"Iron, Fe",mg,1.45,0.68
"Sodium, Na",mg,590,277
Vitamins
"Vitamin C, total ascorbic acid",mg,3.6,1.7
"Vitamin A, IU",IU,750,352
Lipids
"Fatty acids, total saturated",g,11.992,5.630
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,49,23
Amino Acids
Other
Ingredients
"ORGANIC WHOLE WHEAT FLOUR, FILTERED WATER, GRADE AA BUTTER, ORGANIC POTATOES, ORGANIC CARROTS, ORGANIC TOFU (FILTERED WATER, ORGANIC SOYBEANS, NIGARI [MAGNESIUM CHLORIDE, A NATURAL FIRMING AGENT]), ORGANIC ONIONS, ORGANIC SWEET RICE FLOUR, ORGANIC PEAS, RICE FLOUR, ORGANIC TAMARI, SEA SALT, HONEY, SPICES*, BLACK PEPPER, YEAST EXTRACT, TURMERIC." Date last updated by company: 07/09/2015
