Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000089, Harvest Provisions, Harvest Provisions Sliced Turkey Ham, PREPARED, GTIN: 90024292128085"
Nutrient,Unit,"3.43 oz. = 97.0g",1Value per 100 g,
Proximates
"Energy",kcal,120,124
"Protein",g,17.00,17.53
"Total lipid (fat)",g,4.00,4.12
"Carbohydrate, by difference",g,3.00,3.09
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,1.00,1.03
Minerals
"Calcium, Ca",mg,20,21
"Iron, Fe",mg,1.44,1.48
"Sodium, Na",mg,690,711
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,1.500,1.546
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,50,52
Amino Acids
Other
Ingredients
"Turkey thigh meat, water, contains less than 2% salt, potassium chloride, dextrose, potassium lactate, smoke flavoring, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite." Date available: 07/02/2013 Date last updated by company: 02/10/2015
