Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000097, Harvest Provisions, Harvest Provisions Fully Cooked Diced Turkey Breast, PREPARED, GTIN: 20819815021988"
Nutrient,Unit,"2.75 oz. = 78.0g",1Value per 100 g,
Proximates
"Energy",kcal,82,105
"Protein",g,19.00,24.36
"Total lipid (fat)",g,0.50,0.64
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,20,26
"Iron, Fe",mg,1.08,1.38
"Sodium, Na",mg,310,397
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,50,64
Amino Acids
Other
Ingredients
"Turkey Breast, water, less than 2% isolated soy protein, salt, sodium phosphate, carrageenan" Date available: 10/14/2013 Date last updated by company: 02/10/2015
