Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000098, Harvest Provisions, Harvest Provisions Seasoned Turkey Sausage Patty Fully Cooked, PREPARED, GTIN: 90642205007731"
Nutrient,Unit,"1.3 oz. = 37.0g",1Value per 100 g,
Proximates
"Energy",kcal,69,186
"Protein",g,8.30,22.43
"Total lipid (fat)",g,0.00,0.00
"Carbohydrate, by difference",g,1.00,2.70
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.50,1.35
Minerals
"Calcium, Ca",mg,115,311
"Iron, Fe",mg,0.14,0.39
"Sodium, Na",mg,159,431
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,1500,4054
Lipids
"Fatty acids, total saturated",g,1.000,2.703
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,27,73
Amino Acids
Other
Ingredients
"Ground Turkey, contains less than 2% of sugar, spices, seasoning (potassium chloride, flavor [contains maltodextrin]), salt, caramel color, disodium inosinate and disodium guanylate" Date available: 07/02/2013 Date last updated by company: 02/10/2015
