Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000122, Excel, Beef Loin, Strip Loin, Boneless 1X1 13/Up, UNPREPARED, GTIN: 90028749178210"
Nutrient,Unit,"4.0 oz. = 112.0g",1Value per 100 g,
Proximates
"Energy",kcal,320,286
"Protein",g,20.00,17.86
"Total lipid (fat)",g,26.00,23.21
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,1.80,1.61
"Sodium, Na",mg,55,49
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,12.000,10.714
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,75,67
Amino Acids
Other
Ingredients
"Beef Flat Cut Loin" Date available: 01/28/2013 Date last updated by company: 02/10/2015
