Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000151, Smart Choice, Boneless Smart Choice Loins, UNPREPARED, GTIN: 90028749136418"
Nutrient,Unit,"4.0 oz. = 112.0g",1Value per 100 g,
Proximates
"Energy",kcal,230,205
"Protein",g,23.00,20.54
"Total lipid (fat)",g,14.00,12.50
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,20,18
"Iron, Fe",mg,1.08,0.96
"Sodium, Na",mg,60,54
Vitamins
"Vitamin C, total ascorbic acid",mg,1.2,1.1
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,5.000,4.464
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,75,67
Amino Acids
Other
Ingredients
"Boneless Pork Loin" Date available: 10/21/2013 Date last updated by company: 02/10/2015
