Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000091, Harvest Provisions, Sliced Mesquite Smoked Turkey Breast, PREPARED, GTIN: 10024292018519"
Nutrient,Unit,"3.93 oz. = 111.0g",1Value per 100 g,
Proximates
"Energy",kcal,100,90
"Protein",g,18.00,16.22
"Total lipid (fat)",g,1.00,0.90
"Carbohydrate, by difference",g,5.00,4.50
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,2.00,1.80
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,0.36,0.32
"Sodium, Na",mg,549,495
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,36,32
Amino Acids
Other
Ingredients
"Turkey breast, turkey broth, contains less than 2% dextrose, modified food starch, potassium lactate, salt, potassium phosphate, carrageenan, sodium diacetate" Date available: 01/28/2013 Date last updated by company: 02/10/2015
