Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000074, Slim Jim (Sj), SJ  3/12 1.12Z ORG HNDPK, UNPREPARED, GTIN: 80026200014629"
Nutrient,Unit,"4.0 sticks (32g) = 32.0g",1Value per 100 g,
Proximates
"Energy",kcal,170,531
"Protein",g,8.00,25.00
"Total lipid (fat)",g,14.00,43.75
"Carbohydrate, by difference",g,3.00,9.38
"Fiber, total dietary",g,0.9,2.7
"Sugars, total",g,0.69,2.15
Minerals
"Calcium, Ca",mg,40,125
"Iron, Fe",mg,1.08,3.38
"Potassium, K",mg,120,375
"Sodium, Na",mg,550,1719
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,5.000,15.625
"Fatty acids, total monounsaturated",g,6.000,18.750
"Fatty acids, total polyunsaturated",g,1.000,3.125
"Fatty acids, total trans",g,0.500,1.562
"Cholesterol",mg,35,109
Amino Acids
Other
Ingredients
"BEEF, MECHANICALLY SEPARATED CHICKEN, WATER, TEXTURED SOY PROTEIN CONCENTRATE, SALT, CORN SYRUP, CONTAINS LESS THAN 2% OF: SPICES, DEXTROSE, PAPRIKA, HYDROLYZED SOY PROTEIN, FLAVORINGS, LACTIC ACID STARTER CULTURE, CARAMEL COLOR, WHEAT FLOUR, SODIUM NITRITE, MALT EXTRACT. CONTAINS: SOY, WHEAT." Date available: 07/05/2011 Date last updated by company: 12/22/2014
