Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000067, Healthy Choice (Hc), Chicken Chow Mein, UNPREPARED, GTIN: 50094643416644"
Nutrient,Unit,"0.5 cup = 140.0g",1Value per 100 g,
Proximates
"Energy",kcal,80,57
"Protein",g,9.00,6.43
"Total lipid (fat)",g,1.50,1.07
"Carbohydrate, by difference",g,7.00,5.00
"Fiber, total dietary",g,2.0,1.4
"Sugars, total",g,4.00,2.86
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,0.36,0.26
"Sodium, Na",mg,391,279
Vitamins
"Vitamin C, total ascorbic acid",mg,6.0,4.3
"Vitamin A, IU",IU,750,536
Lipids
"Fatty acids, total saturated",g,0.500,0.357
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,25,18
Amino Acids
Other
Ingredients
"Water, Cooked Chicken Breast (Chicken Breast, Water, Isolated Soy Protein Product [Isolated Soy Protein, Modified Food Starch, Starch, Carrageenan, Soy Lecithin], Fructose, Salt, Spice), Bean Sprouts, Carrots, Water Chestnuts, Red Peppers, Bamboo Shoots, Celery, Soy Sauce (Water, Wheat, Soybeans, Salt, Alcohol, Vinegar, Lactic Acid), Onions, Contains 2% Or Less Of: Modified Food Starch, Rendered Chicken Fat, Brown Sugar, Chicken Flavor (Natural Flavorings, Salt, Dried Whey, Maltodextrin, Chicken Fat, Chicken Powder, Onion Powder, Modified Cornstarch, Partially Hydrogenated Cottonseed And/Or Soybean Oil, Beef Extract, Mushroom), Onion Powder (Dextrose Gum Arabic, Onion Extractives), Garlic Powder (Dextrose, Gum Arabic, Garlic Extractives), Spices, Salt, Flavoring, Lactic Acid, Caramel Color, Dextrose, Turmeric." Date available: 06/21/2010 Date last updated by company: 01/01/2015
