Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:26 EDT
"Nutrient data for: 45000031, Peter Pan (Pp), 12/28Z PP PNT BTR CREAMY RF, UNPREPARED, GTIN: 80045300002206"
Nutrient,Unit,"2.0 tbsp (36g) = 36.0g",1Value per 100 g,
Proximates
"Energy",kcal,200,556
"Protein",g,8.00,22.22
"Total lipid (fat)",g,13.00,36.11
"Carbohydrate, by difference",g,14.00,38.89
"Fiber, total dietary",g,2.0,5.6
"Sugars, total",g,4.00,11.11
Minerals
"Calcium, Ca",mg,20,56
"Iron, Fe",mg,0.72,2.00
"Potassium, K",mg,170,472
"Sodium, Na",mg,150,417
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,2.000,5.556
"Fatty acids, total monounsaturated",g,6.000,16.667
"Fatty acids, total polyunsaturated",g,3.000,8.333
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"Roasted Peanuts, Corn Syrup Solids*, Soy Protein Concentrate*, Sugar, Less than 2% of: Hydrogenated Vegetable Oils (Cottonseed and Rapeseed), Salt, Minerals (Magnesium Oxide, Zinc Oxide, Iron Phosphate, Copper Sulfate) and Vitamins (Niacin, Vitamin B6, Folic Acid). CONTAINS: PEANUTS, SOY. *Ingredients Not In Regular Peanut Butter." Date available: 08/17/2009 Date last updated by company: 11/18/2014
