Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000227, Campbell's, CAMPBELL'S CONDENSED SOUP TOMATO, UNPREPARED, GTIN: 10051000134582"
Nutrient,Unit,"1 CUP (240ML) = 245.0g",1Value per 100 g,
Proximates
"Energy",kcal,110,45
"Protein",g,2.01,0.82
"Total lipid (fat)",g,0.00,0.00
"Carbohydrate, by difference",g,25.99,10.61
"Fiber, total dietary",g,2.0,0.8
"Sugars, total",g,16.00,6.53
Minerals
"Calcium, Ca",mg,22,9
"Iron, Fe",mg,1.00,0.41
"Sodium, Na",mg,480,196
Vitamins
"Vitamin C, total ascorbic acid",mg,5.9,2.4
"Vitamin A, IU",IU,500,204
Lipids
"Fatty acids, total saturated",g,0.000,0.000
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
Ingredients
"TOMATO PUREE (WATER, TOMATO PASTE), WATER, HIGH FRUCTOSE CORN SYRUP, WHEAT FLOUR, CONTAINS LESS THAN 2 % OF: SALT, FLAVORING, CITRIC ACID, ASCORBIC ACID (ADDED TO HELP RETAIN COLOR)." Date available: 12/31/2004 Date last updated by company: 02/04/2015
