Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:28 EDT
"Nutrient data for: 45000167, Tender Choice, Pork Brisket, UNPREPARED, GTIN: 90028749421156"
Nutrient,Unit,"4.0 oz. = 112.0g",1Value per 100 g,
Proximates
"Energy",kcal,160,143
"Protein",g,19.00,16.96
"Total lipid (fat)",g,9.00,8.04
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,0,0
"Iron, Fe",mg,1.08,0.96
"Sodium, Na",mg,240,214
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,3.000,2.679
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,65,58
Amino Acids
Other
Ingredients
"Pork Brisket Contains up to 12% solution of Pork Stock, Sodium Phosphate, Salt, Vinegar, Flavoring." Date available: 11/14/2013 Date last updated by company: 02/10/2015
