Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000226, Campbell's, CAMPBELL'S SOUP ON THE GO SOUP CREAM CHICKEN, UNPREPARED, GTIN: 10051000137378"
Nutrient,Unit,"1 CONTAINER = 305.0g",1Value per 100 g,
Proximates
"Energy",kcal,131,43
"Protein",g,2.99,0.98
"Total lipid (fat)",g,9.00,2.95
"Carbohydrate, by difference",g,10.00,3.28
"Fiber, total dietary",g,2.1,0.7
"Sugars, total",g,1.01,0.33
Minerals
"Calcium, Ca",mg,18,6
"Iron, Fe",mg,0.00,0.00
"Sodium, Na",mg,881,289
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,299,98
Lipids
"Fatty acids, total saturated",g,1.501,0.492
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,6,2
Amino Acids
Other
Ingredients
"INGREDIENTS: CHICKEN STOCK, VEGETABLE OIL, MODIFIED FOOD STARCH, WATER, CONTAINS LESS THAN 2% OF: CHICKEN MEAT, YEAST EXTRACT, WHEAT FLOUR, SALT, SOY PROTEIN CONCENTRATE, MONOSODIUM GLUTAMATE, CHICKEN FAT, VEGETABLE OIL, FLAVORING, SPICE, MODIFIED FOOD STARCH, DEHYDRATED CHICKEN, BETA CAROTENE FOR COLOR, SODIUM PHOSPHATE, SOY PROTEIN ISOLATE, CHICKEN FLAVOR, BUTTER (CREAM [MILK]), CELERY EXTRACT, CREAM POWDER (CREAM[MILK], SOY LECITHIN), BUTTER (CREAM [MILK], ANNATTO), ONION OIL." Date available: 12/31/2004 Date last updated by company: 12/20/2014
