Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45001471, AMY'S, PIZZA, MEATLESS ITALIAN SAUSAGE, MUSHROOM & OLIVE, UPC: 042272008346"
Nutrient,Unit,"1 serving = 142.0g",1Value per 100 g,
Proximates
"Energy",kcal,329,232
"Protein",g,14.00,9.86
"Total lipid (fat)",g,14.00,9.86
"Carbohydrate, by difference",g,37.01,26.06
"Fiber, total dietary",g,2.0,1.4
"Sugars, total",g,3.00,2.11
Minerals
"Calcium, Ca",mg,200,141
"Iron, Fe",mg,2.70,1.90
"Sodium, Na",mg,710,500
Vitamins
"Vitamin C, total ascorbic acid",mg,3.6,2.5
"Vitamin A, IU",IU,300,211
Lipids
"Fatty acids, total saturated",g,4.487,3.160
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,16,11
Amino Acids
Other
Ingredients
"ORGANIC UNBLEACHED WHEAT FLOUR, FILTERED WATER, ORGANIC TOMATO PUREE, PART-SKIM MOZZARELLA AND PARMESAN CHEESES (PASTEURIZED PART-SKIM MILK, CULTURE, SALT, ENZYMES [WITHOUT ANIMAL ENZYMES OR RENNET]), OLIVES, FONTINA CHEESE (PASTEURIZED MILK, CULTURE, SALT, ENZYMES [WITHOUT ANIMAL ENZYMES OR RENNET]), ORGANIC EXTRA VIRGIN OLIVE OIL, ORGANIC ONIONS, ORGANIC MUSHROOMS, ORGANIC HONEY, ORGANIC TOFU (FILTERED WATER, ORGANIC SOYBEANS, NIGARI [MAGNESIUM CHLORIDE, A NATURAL FIRMING AGENT]), SEA SALT, ORGANIC LONG GRAIN RED RICE, ORGANIC GARLIC, ORGANIC QUINOA, EXPELLER PRESSED HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, ORGANIC GREEN LENTILS, WHEAT GLUTEN, ORGANIC BELL PEPPERS, SPICES*, FLAX SEED, YEAST, BLACK PEPPER, ORGANIC AGAVE NECTAR, NATURAL HICKORY SMOKE FLAVOR." Date last updated by company: 07/17/2015
